IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.254.246,4,4,0.00,134.95,0.00,N/A
104.18.87.165,4,4,0.00,135.06,0.00,N/A
104.18.2.160,4,4,0.00,135.37,0.00,N/A
104.25.90.131,4,4,0.00,135.39,0.00,N/A
104.25.78.105,4,4,0.00,135.44,0.00,N/A
104.18.93.146,4,4,0.00,135.51,0.00,N/A
104.25.95.139,4,4,0.00,135.66,0.00,N/A
104.19.206.22,4,4,0.00,135.74,0.00,N/A
104.25.74.80,4,4,0.00,135.90,0.00,N/A
104.19.198.4,4,4,0.00,135.91,0.00,N/A
104.25.82.156,4,4,0.00,136.11,0.00,N/A
104.26.1.83,4,4,0.00,136.16,0.00,N/A
104.18.31.113,4,4,0.00,136.19,0.00,N/A
104.25.85.117,4,4,0.00,136.37,0.00,N/A
104.25.101.4,4,4,0.00,136.51,0.00,N/A
104.25.239.198,4,4,0.00,136.55,0.00,N/A
104.18.0.188,4,4,0.00,136.57,0.00,N/A
104.25.237.143,4,4,0.00,136.61,0.00,N/A
104.25.238.191,4,4,0.00,136.63,0.00,N/A
104.19.204.121,4,4,0.00,136.68,0.00,N/A
104.25.99.88,4,4,0.00,136.79,0.00,N/A
104.25.87.47,4,4,0.00,136.97,0.00,N/A
104.25.83.222,4,4,0.00,136.99,0.00,N/A
104.25.88.172,4,4,0.00,137.00,0.00,N/A
104.25.86.162,4,4,0.00,137.02,0.00,N/A
104.25.94.82,4,4,0.00,137.08,0.00,N/A
104.25.89.32,4,4,0.00,137.08,0.00,N/A
104.25.84.250,4,4,0.00,137.16,0.00,N/A
104.25.110.151,4,4,0.00,137.50,0.00,N/A
104.25.108.142,4,4,0.00,137.72,0.00,N/A
104.25.105.4,4,4,0.00,137.75,0.00,N/A
104.25.103.80,4,4,0.00,137.76,0.00,N/A
104.25.92.164,4,4,0.00,137.82,0.00,N/A
104.25.91.162,4,4,0.00,137.85,0.00,N/A
104.25.107.253,4,4,0.00,137.96,0.00,N/A
104.25.240.73,4,4,0.00,138.11,0.00,N/A
104.25.81.227,4,4,0.00,138.12,0.00,N/A
104.19.205.38,4,4,0.00,138.29,0.00,N/A
104.25.245.106,4,4,0.00,138.67,0.00,N/A
104.25.128.202,4,4,0.00,138.73,0.00,N/A
104.25.243.228,4,4,0.00,138.91,0.00,N/A
104.25.242.251,4,4,0.00,138.99,0.00,N/A
104.25.244.83,4,4,0.00,139.09,0.00,N/A
104.25.251.176,4,4,0.00,139.17,0.00,N/A
104.25.131.124,4,4,0.00,139.31,0.00,N/A
104.25.208.198,4,4,0.00,139.52,0.00,N/A
104.19.195.248,4,4,0.00,139.61,0.00,N/A
104.25.206.224,4,4,0.00,139.68,0.00,N/A
104.25.102.57,4,4,0.00,139.70,0.00,N/A
104.25.106.97,4,4,0.00,139.97,0.00,N/A
104.25.130.176,4,4,0.00,140.01,0.00,N/A
104.25.104.244,4,4,0.00,140.04,0.00,N/A
104.25.93.217,4,4,0.00,140.80,0.00,N/A
104.25.129.146,4,4,0.00,140.80,0.00,N/A
104.18.61.51,4,4,0.00,141.25,0.00,N/A
104.25.205.203,4,4,0.00,141.53,0.00,N/A
104.25.100.218,4,4,0.00,141.72,0.00,N/A
104.25.235.181,4,4,0.00,141.86,0.00,N/A
104.25.234.156,4,4,0.00,141.93,0.00,N/A
104.25.236.2,4,4,0.00,142.02,0.00,N/A
104.25.202.85,4,4,0.00,142.34,0.00,N/A
104.25.136.130,4,4,0.00,142.70,0.00,N/A
104.25.139.49,4,4,0.00,142.90,0.00,N/A
104.25.207.106,4,4,0.00,142.91,0.00,N/A
104.25.204.71,4,4,0.00,142.92,0.00,N/A
104.25.138.128,4,4,0.00,143.00,0.00,N/A
104.25.203.234,4,4,0.00,143.07,0.00,N/A
104.25.209.92,4,4,0.00,143.13,0.00,N/A
104.25.201.8,4,4,0.00,143.19,0.00,N/A
104.25.199.31,4,4,0.00,143.19,0.00,N/A
104.25.137.138,4,4,0.00,143.22,0.00,N/A
104.25.233.137,4,4,0.00,143.67,0.00,N/A
104.25.195.244,4,4,0.00,143.93,0.00,N/A
104.25.190.38,4,4,0.00,144.01,0.00,N/A
104.25.194.176,4,4,0.00,144.03,0.00,N/A
104.25.114.0,4,4,0.00,144.21,0.00,N/A
104.25.189.133,4,4,0.00,144.26,0.00,N/A
104.25.232.189,4,4,0.00,144.27,0.00,N/A
104.25.200.65,4,4,0.00,144.28,0.00,N/A
104.25.112.227,4,4,0.00,144.28,0.00,N/A
104.25.230.96,4,4,0.00,144.59,0.00,N/A
104.25.142.28,4,4,0.00,144.67,0.00,N/A
104.25.231.220,4,4,0.00,144.76,0.00,N/A
104.25.141.128,4,4,0.00,144.86,0.00,N/A
104.25.229.67,4,4,0.00,145.04,0.00,N/A
104.25.226.135,4,4,0.00,145.11,0.00,N/A
104.25.224.122,4,4,0.00,145.22,0.00,N/A
104.25.126.191,4,4,0.00,145.30,0.00,N/A
104.25.111.64,4,4,0.00,145.38,0.00,N/A
104.25.197.74,4,4,0.00,145.78,0.00,N/A
104.25.144.186,4,4,0.00,146.02,0.00,N/A
104.25.186.135,4,4,0.00,146.74,0.00,N/A
104.25.161.15,4,4,0.00,146.85,0.00,N/A
104.25.185.6,4,4,0.00,146.90,0.00,N/A
104.25.160.81,4,4,0.00,146.91,0.00,N/A
104.25.134.232,4,4,0.00,146.93,0.00,N/A
104.25.182.31,4,4,0.00,146.95,0.00,N/A
104.25.180.158,4,4,0.00,146.97,0.00,N/A
104.25.179.28,4,4,0.00,147.07,0.00,N/A
104.25.211.1,4,4,0.00,147.12,0.00,N/A
104.25.181.62,4,4,0.00,147.13,0.00,N/A
104.25.135.40,4,4,0.00,147.15,0.00,N/A
104.25.115.196,4,4,0.00,147.18,0.00,N/A
104.25.212.81,4,4,0.00,147.18,0.00,N/A
104.25.196.219,4,4,0.00,147.19,0.00,N/A
104.25.210.236,4,4,0.00,147.30,0.00,N/A
104.25.228.207,4,4,0.00,147.37,0.00,N/A
104.25.198.131,4,4,0.00,147.37,0.00,N/A
104.25.225.169,4,4,0.00,147.46,0.00,N/A
104.25.227.119,4,4,0.00,147.55,0.00,N/A
104.25.188.102,4,4,0.00,147.73,0.00,N/A
104.25.192.33,4,4,0.00,147.73,0.00,N/A
104.25.113.141,4,4,0.00,148.57,0.00,N/A
104.25.120.123,4,4,0.00,148.60,0.00,N/A
104.25.117.180,4,4,0.00,148.66,0.00,N/A
104.25.116.58,4,4,0.00,148.73,0.00,N/A
104.25.187.128,4,4,0.00,148.77,0.00,N/A
104.25.109.223,4,4,0.00,148.77,0.00,N/A
104.25.121.130,4,4,0.00,148.82,0.00,N/A
104.25.183.142,4,4,0.00,148.85,0.00,N/A
104.25.184.20,4,4,0.00,148.94,0.00,N/A
104.25.122.154,4,4,0.00,149.10,0.00,N/A
104.25.118.10,4,4,0.00,149.10,0.00,N/A
104.25.127.205,4,4,0.00,149.45,0.00,N/A
104.25.221.3,4,4,0.00,149.54,0.00,N/A
104.25.219.202,4,4,0.00,149.60,0.00,N/A
104.25.220.235,4,4,0.00,149.61,0.00,N/A
104.25.217.89,4,4,0.00,149.73,0.00,N/A
104.25.216.214,4,4,0.00,149.82,0.00,N/A
104.25.215.27,4,4,0.00,149.96,0.00,N/A
104.25.214.232,4,4,0.00,150.04,0.00,N/A
104.25.125.217,4,4,0.00,150.05,0.00,N/A
104.25.178.151,4,4,0.00,150.31,0.00,N/A
104.25.175.194,4,4,0.00,150.57,0.00,N/A
104.25.176.6,4,4,0.00,150.60,0.00,N/A
104.25.223.132,4,4,0.00,150.66,0.00,N/A
104.25.177.179,4,4,0.00,150.73,0.00,N/A
104.25.174.49,4,4,0.00,150.73,0.00,N/A
104.25.193.75,4,4,0.00,150.90,0.00,N/A
104.25.191.150,4,4,0.00,151.23,0.00,N/A
104.25.151.94,4,4,0.00,151.35,0.00,N/A
104.25.147.119,4,4,0.00,151.57,0.00,N/A
104.25.162.117,4,4,0.00,151.60,0.00,N/A
104.25.148.38,4,4,0.00,151.60,0.00,N/A
104.25.222.235,4,4,0.00,151.68,0.00,N/A
104.25.149.46,4,4,0.00,151.69,0.00,N/A
104.25.150.130,4,4,0.00,151.77,0.00,N/A
104.25.146.73,4,4,0.00,151.79,0.00,N/A
104.25.124.166,4,4,0.00,151.80,0.00,N/A
104.25.213.28,4,4,0.00,151.96,0.00,N/A
104.25.218.115,4,4,0.00,152.05,0.00,N/A
104.25.163.83,4,4,0.00,152.09,0.00,N/A
104.25.145.13,4,4,0.00,152.14,0.00,N/A
104.25.143.63,4,4,0.00,152.53,0.00,N/A
104.25.140.57,4,4,0.00,152.63,0.00,N/A
104.25.133.225,4,4,0.00,152.82,0.00,N/A
104.25.123.251,4,4,0.00,153.30,0.00,N/A
104.25.119.104,4,4,0.00,153.39,0.00,N/A
104.25.132.217,4,4,0.00,155.34,0.00,N/A
104.25.154.119,4,4,0.00,155.86,0.00,N/A
104.25.157.239,4,4,0.00,155.87,0.00,N/A
104.25.156.81,4,4,0.00,155.88,0.00,N/A
104.25.155.165,4,4,0.00,155.99,0.00,N/A
104.25.153.7,4,4,0.00,156.18,0.00,N/A
104.25.152.151,4,4,0.00,156.43,0.00,N/A
104.25.169.207,4,4,0.00,157.42,0.00,N/A
104.25.170.71,4,4,0.00,157.46,0.00,N/A
104.25.172.121,4,4,0.00,157.67,0.00,N/A
104.25.171.67,4,4,0.00,157.70,0.00,N/A
104.25.167.2,4,4,0.00,158.00,0.00,N/A
104.25.168.236,4,4,0.00,158.03,0.00,N/A
104.25.164.238,4,4,0.00,158.05,0.00,N/A
104.25.166.171,4,4,0.00,158.38,0.00,N/A
104.25.165.217,4,4,0.00,158.50,0.00,N/A
104.25.173.199,4,4,0.00,158.53,0.00,N/A
104.25.159.248,4,4,0.00,162.48,0.00,N/A
104.25.158.3,4,4,0.00,162.55,0.00,N/A
104.29.151.231,4,4,0.00,164.63,0.00,N/A
162.159.160.184,4,4,0.00,165.96,0.00,N/A
104.29.144.161,4,4,0.00,169.78,0.00,N/A
104.29.153.169,4,4,0.00,170.44,0.00,N/A
162.159.233.195,4,4,0.00,176.41,0.00,N/A
162.159.238.17,4,4,0.00,176.58,0.00,N/A
162.159.209.114,4,4,0.00,176.59,0.00,N/A
104.29.140.106,4,4,0.00,178.68,0.00,N/A
162.159.232.196,4,4,0.00,182.46,0.00,N/A
104.29.147.31,4,4,0.00,185.52,0.00,N/A
104.29.146.201,4,4,0.00,198.04,0.00,N/A
104.29.141.103,4,4,0.00,200.10,0.00,N/A
104.29.142.49,4,4,0.00,218.71,0.00,N/A
172.65.2.196,4,3,0.25,31.23,0.00,N/A
104.16.149.127,4,3,0.25,119.91,0.00,N/A
104.18.134.73,4,3,0.25,122.95,0.00,N/A
